ID da fila;ID do pedido;Data do pedido;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;longitude;latitude;Estado;País/Região;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro
603;MX-2021-103002;16/05/2021;18/05/2021;Primeira classe;MA-17920;Manuela Almeida;Varejo;penedo;-36,58046021;-10,2961103;Alagoas;Brasil;Sul;MAT-AR-10004153;Material de escritório;Armazenamento;Fellowes Carrinho bandeja, Industrial;1837,2;2;0;753,2
614;MX-2019-128167;05/06/2019;09/06/2019;Segunda classe;MS-18100;Marcos Souza;Varejo;guarujá;-46,24903428;-23,995149;São Paulo;Brasil;Sul;MÓV-ES-10001014;Móveis;Estantes;Sauder Estante tradicional, Branco;2923,4;1;0;467,6
615;MX-2019-128167;05/06/2019;09/06/2019;Segunda classe;MS-18100;Marcos Souza;Varejo;guarujá;-46,24903428;-23,995149;São Paulo;Brasil;Sul;TEC-TE-10004795;Tecnologia;Telefones;Samsung Telefone do escritório, Tamanho real;443,4;1;0;137,4
616;MX-2019-128167;05/06/2019;09/06/2019;Segunda classe;MS-18100;Marcos Souza;Varejo;guarujá;-46,24903428;-23,995149;São Paulo;Brasil;Sul;MAT-CO-10002370;Material de escritório;Colchetes;OIC Alfinetes, Embalagem tipo bulk;198,8;2;0;97,2
629;MX-2021-129154;17/12/2021;21/12/2021;Segunda classe;MA-18685;Matheus Almeida;Pequenas e Medias Empresas;manaus;-60,02333518;-3,134691491;Amazonas;Brasil;Sul;MAT-MA-10004605;Material de escritório;Materiais;Stiletto Régua, Aço;95,2;1;0;29,4
634;MX-2021-102708;25/11/2021;02/12/2021;Classe padrão;EP-13555;Emily Pinto;Grande Empresa;francisco morato;-46,7325267;-23,2758255;São Paulo;Brasil;Sul;MÓV-CA-10004461;Móveis;Cadeiras;HON Banqueta, Par;2212;2;0;597,2
643;MX-2021-120579;29/08/2021;03/09/2021;Segunda classe;RL-20170;Ryan Lima;Varejo;uberaba;-47,9836249;-19,71353461;Minas Gerais;Brasil;Sul;MAT-AC-10002557;Material de escritório;Eletrônicos;KitchenAid Forno, Prata;30448;8;0;912
644;MX-2021-120579;29/08/2021;03/09/2021;Segunda classe;RL-20170;Ryan Lima;Varejo;uberaba;-47,9836249;-19,71353461;Minas Gerais;Brasil;Sul;TEC-CO-10004780;Tecnologia;Copiadoras;Sharp Fax e copiadora, Digital;7835,4976;7;0,002;3124,4976
645;MX-2021-120579;29/08/2021;03/09/2021;Segunda classe;RL-20170;Ryan Lima;Varejo;uberaba;-47,9836249;-19,71353461;Minas Gerais;Brasil;Sul;MAT-CO-10001629;Material de escritório;Colchetes;Accos Alfinetes, Embalagem tipo bulk;484;5;0;67
664;US-2019-146206;13/03/2019;17/03/2019;Segunda classe;MP-18190;Maria Pinto;Varejo;salvador;-38,48806148;-13,01477191;Bahia;Brasil;Sul;MÓV-ES-10000756;Móveis;Estantes;Sauder Gaveteiro, Tradicional;4000,32;9;0,6;-2801,88
665;US-2019-146206;13/03/2019;17/03/2019;Segunda classe;MP-18190;Maria Pinto;Varejo;salvador;-38,48806148;-13,01477191;Bahia;Brasil;Sul;TEC-CO-10004220;Tecnologia;Copiadoras;Brother Fax sem fio, Vermelho;5001,666;5;0,602;-5303,334
697;MX-2020-105228;15/11/2020;22/11/2020;Classe padrão;BG-11545;Breno Gomes;Grande Empresa;crato;-39,4083903;-7,23175279;Ceará;Brasil;Sul;MAT-ET-10001203;Material de escritório;Etiquetas;Novimex Etiquetas para organização de pastas, Vermelho;107,6;2;0;41,6
722;MX-2019-151673;21/06/2019;25/06/2019;Classe padrão;RF-20140;Ryan Fernandes;Pequenas e Medias Empresas;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MÓV-MÓ-10004936;Móveis;Móveis;Deflect-O Moldura, Preto;2934,4;4;0;674,4
728;MX-2021-129763;16/02/2021;23/02/2021;Classe padrão;VF-21055;Victor Ferreira;Varejo;fortaleza;-38,58992756;-3,723805035;Ceará;Brasil;Sul;MÓV-MÓ-10003379;Móveis;Móveis;Advantus Peso de porta, Preto;3302,2;11;0;1089
738;MX-2020-126767;06/12/2020;10/12/2020;Classe padrão;GS-14830;Giovanna Sousa;Grande Empresa;são bernardo do campo;-46,55025725;-23,7103045;São Paulo;Brasil;Sul;MAT-CO-10004510;Material de escritório;Colchetes;Stockwell Prendedores de papel, Embalagem com 12;373,2;3;0;48
740;MX-2021-108406;29/11/2021;05/12/2021;Classe padrão;SP-20620;Sophia Pereira;Grande Empresa;camaragibe;-34,99572136;-8,020521767;Pernambuco;Brasil;Sul;MAT-PA-10000604;Material de escritório;Papel;Eaton Agenda, Embalagem com 12;494,4;3;0;197,4
756;MX-2020-127859;25/05/2020;30/05/2020;Classe padrão;CC-11875;Caio Castro;Grande Empresa;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;MÓV-MÓ-10000978;Móveis;Móveis;Eldon Relógio de parede, Premium;882,24;4;0,4;117,44
757;MX-2020-127859;25/05/2020;30/05/2020;Classe padrão;CC-11875;Caio Castro;Grande Empresa;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;TEC-CO-10001622;Tecnologia;Copiadoras;Canon Fax, Colorida;1275,0556;1;0,402;-857,1444
758;MX-2020-127859;25/05/2020;30/05/2020;Classe padrão;CC-11875;Caio Castro;Grande Empresa;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-PA-10001069;Material de escritório;Papel;Xerox Resma, Reciclado;210;2;0,4;-119,2
772;MX-2020-114202;16/06/2020;21/06/2020;Classe padrão;VC-21640;Vitoria Cavalcanti;Varejo;mauá;-46,45826201;-23,6693345;São Paulo;Brasil;Sul;TEC-CO-10003794;Tecnologia;Copiadoras;Canon Fax, Digital;10579,798;5;0,002;1038,798
779;MX-2019-134243;05/11/2019;09/11/2019;Classe padrão;MA-17920;Manuela Almeida;Varejo;duque de caxias;-43,30988807;-22,78525325;Rio de Janeiro;Brasil;Sul;MÓV-ES-10000868;Móveis;Estantes;Sauder Par, Preto;1982;2;0;436
780;MX-2019-134243;05/11/2019;09/11/2019;Classe padrão;MA-17920;Manuela Almeida;Varejo;duque de caxias;-43,30988807;-22,78525325;Rio de Janeiro;Brasil;Sul;MÓV-CA-10002289;Móveis;Cadeiras;Office Star Cadeira dobrável, Vermelho;4891,2;8;0;537,6
783;MX-2020-125766;31/05/2020;05/06/2020;Classe padrão;RC-19645;Rafael Costa;Grande Empresa;santarém;-54,71857017;-2,43621333;Pará;Brasil;Sul;MAT-CO-10003584;Material de escritório;Colchetes;Stockwell Elásticos, Embalagem tipo bulk;440,8;4;0;158,4
809;MX-2020-133459;05/09/2020;09/09/2020;Classe padrão;CM-12475;Cauã Melo;Varejo;maceió;-35,70162991;-9,660822152;Alagoas;Brasil;Sul;MAT-EN-10003354;Material de escritório;Envelopes;Cameo Envelope kraft, Conjunto de 50;540;3;0;37,8
814;MX-2019-115210;20/11/2019;26/11/2019;Classe padrão;IL-15220;Isabela Lima;Grande Empresa;maringá;-51,93988187;-23,42228;Paraná;Brasil;Sul;MÓV-CA-10001309;Móveis;Cadeiras;SAFCO Cadeira de praia, Ajustável;1384,8;4;0;553,6
826;MX-2019-152310;06/12/2019;11/12/2019;Classe padrão;LS-17755;Luis Sousa;Varejo;fortaleza;-38,58992756;-3,723805035;Ceará;Brasil;Sul;MAT-FI-10000911;Material de escritório;Fichários;Cardinal Divisórias, Econômico;484;10;0;222
834;MX-2019-143469;25/10/2019;29/10/2019;Classe padrão;EA-13480;Emily Alves;Pequenas e Medias Empresas;santos;-46,33137085;-23,9337375;São Paulo;Brasil;Sul;MÓV-MÓ-10002503;Móveis;Móveis;Advantus Peso de porta, Durável;1402;5;0;70
835;MX-2019-143469;25/10/2019;29/10/2019;Classe padrão;EA-13480;Emily Alves;Pequenas e Medias Empresas;santos;-46,33137085;-23,9337375;São Paulo;Brasil;Sul;MAT-PA-10002927;Material de escritório;Papel;Green Bar Caderno, Premium;198,6;1;0;25,8
863;MX-2019-135433;06/09/2019;11/09/2019;Classe padrão;DM-12715;Danilo Melo;Varejo;pindamonhangaba;-45,46204885;-22,92666873;São Paulo;Brasil;Sul;MÓV-MÓ-10000550;Móveis;Móveis;Deflect-O Caixa para correspondência, Preto;337,2;2;0;3,2
864;MX-2019-135433;06/09/2019;11/09/2019;Classe padrão;DM-12715;Danilo Melo;Varejo;pindamonhangaba;-45,46204885;-22,92666873;São Paulo;Brasil;Sul;TEC-TE-10001609;Tecnologia;Telefones;Nokia Smart Phone, Embalagem tipo bulk;4108;5;0;698
865;MX-2019-135433;06/09/2019;11/09/2019;Classe padrão;DM-12715;Danilo Melo;Varejo;pindamonhangaba;-45,46204885;-22,92666873;São Paulo;Brasil;Sul;MAT-MA-10002657;Material de escritório;Materiais;Stiletto Estilete, Industrial;751,8;3;0;345,6
873;MX-2021-110345;04/09/2021;06/09/2021;Segunda classe;MG-18730;Matheus Goncalves;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MÓV-ES-10002598;Móveis;Estantes;Safco Par, Preto;2010,8;2;0;361,6
875;MX-2020-158162;20/07/2020;24/07/2020;Classe padrão;BC-10975;Beatrice Costa;Grande Empresa;caxias do sul;-51,17886021;-29,16689901;Rio Grande do Sul;Brasil;Sul;MÓV-ES-10000519;Móveis;Estantes;Sauder Par, Metal;4892;5;0;929
899;MX-2019-159002;17/08/2019;22/08/2019;Classe padrão;VC-21640;Vitoria Cavalcanti;Varejo;birigui;-50,33932852;-21,29239229;São Paulo;Brasil;Sul;MAT-AR-10002901;Material de escritório;Armazenamento;Tenex Pastas, Azul;619,2;4;0;247,2
900;MX-2019-159002;17/08/2019;22/08/2019;Classe padrão;VC-21640;Vitoria Cavalcanti;Varejo;birigui;-50,33932852;-21,29239229;São Paulo;Brasil;Sul;MAT-PA-10000502;Material de escritório;Papel;Green Bar Papel de pergaminho, Premium;778,4;7;0;326,2
902;MX-2020-127124;30/05/2020;03/06/2020;Classe padrão;JM-15580;José Melo;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MAT-FI-10004927;Material de escritório;Fichários;Ibico Encadernadora, Econômico;1028,4;3;0;390,6
903;MX-2020-127124;30/05/2020;03/06/2020;Classe padrão;JM-15580;José Melo;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MÓV-CA-10002982;Móveis;Cadeiras;SAFCO Banqueta, Ajustável;4544,8;4;0;136
904;MX-2020-127124;30/05/2020;03/06/2020;Classe padrão;JM-15580;José Melo;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MÓV-CA-10002428;Móveis;Cadeiras;HON Cadeira de balanço, Vermelho;2612,4;3;0;182,4
905;MX-2020-127124;30/05/2020;03/06/2020;Classe padrão;JM-15580;José Melo;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;TEC-AC-10002860;Tecnologia;Acessórios;Memorex Teclado, Programável;1456,8;3;0;597
906;MX-2020-127124;30/05/2020;03/06/2020;Classe padrão;JM-15580;José Melo;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MAT-ET-10004351;Material de escritório;Etiquetas;Harbour Creations Etiquetas para organização de pastas, Vermelho;456;8;0;185,6
918;MX-2019-134341;07/09/2019;11/09/2019;Classe padrão;MS-18220;Maria Silva;Varejo;pelotas;-52,34432006;-31,71959788;Rio Grande do Sul;Brasil;Sul;TEC-TE-10003746;Tecnologia;Telefones;Motorola Headset, Tamanhos variados;3854,2;7;0;268,8
925;MX-2019-126977;30/05/2019;31/05/2019;Primeira classe;GA-14995;Gustavo Araujo;Varejo;balneário camboriú;-48,63461748;-26,99181861;Santa Catarina;Brasil;Sul;MAT-AR-10003294;Material de escritório;Armazenamento;Rogers Armários, Azul;4232,4;3;0;126,6
926;MX-2019-126977;30/05/2019;31/05/2019;Primeira classe;GA-14995;Gustavo Araujo;Varejo;balneário camboriú;-48,63461748;-26,99181861;Santa Catarina;Brasil;Sul;MÓV-CA-10002330;Móveis;Cadeiras;Harbour Creations Banqueta, Preto;4738,4;4;0;284
956;MX-2021-102064;24/09/2021;28/09/2021;Classe padrão;EC-14005;Evelyn Correia;Pequenas e Medias Empresas;uruguaiana;-57,08182491;-29,75982317;Rio Grande do Sul;Brasil;Sul;MAT-AR-10002720;Material de escritório;Armazenamento;Smead Bandejas, Tamanho real;646,8;2;0;239,2
958;MX-2018-124233;07/04/2018;07/04/2018;No mesmo dia;JR-16000;Julieta Ribeiro;Varejo;arapongas;-51,43827973;-23,41351653;Paraná;Brasil;Sul;MAT-MA-10004857;Material de escritório;Materiais;Elite Estilete, Azul;697,8;3;0;111,6
962;MX-2021-115483;28/06/2021;05/07/2021;Classe padrão;DS-12775;Danilo Souza;Varejo;curitiba;-49,27184789;-25,432956;Paraná;Brasil;Sul;TEC-TE-10000783;Tecnologia;Telefones;Apple Headset, Tamanho real;2485;5;0;1118
963;MX-2021-115483;28/06/2021;05/07/2021;Classe padrão;DS-12775;Danilo Souza;Varejo;curitiba;-49,27184789;-25,432956;Paraná;Brasil;Sul;MAT-FI-10001212;Material de escritório;Fichários;Acco Divisórias, Transparente;160,8;3;0;67,2
998;MX-2021-144890;18/07/2021;22/07/2021;Classe padrão;GA-14995;Gustavo Araujo;Varejo;seropédica;-43,70192522;-22,74301107;Rio de Janeiro;Brasil;Sul;MAT-PA-10003685;Material de escritório;Papel;Enermax Cadernetas, Multicolorido;227,6;2;0;86,4
1004;MX-2019-134299;31/10/2019;05/11/2019;Classe padrão;AC-10810;Antônio Costa;Grande Empresa;londrina;-51,16277342;-23,312156;Paraná;Brasil;Sul;MAT-CO-10000763;Material de escritório;Colchetes;Accos Percevejo niquelado, Embalagem tipo bulk;273,6;3;0;54,6
1005;MX-2020-166373;24/11/2020;30/11/2020;Classe padrão;NA-19225;Nicolash Araujo;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-EN-10001401;Material de escritório;Envelopes;Kraft Com lacre, Prata;534;2;0;250,8
1014;MX-2020-141271;28/06/2020;04/07/2020;Classe padrão;PA-19420;Paulo Alves;Grande Empresa;ribeirão preto;-47,80547592;-21,1848345;São Paulo;Brasil;Sul;MAT-ET-10000111;Material de escritório;Etiquetas;HON Etiquetas jurídicas, Vermelho;284,8;4;0;22,4
1015;MX-2020-141271;28/06/2020;04/07/2020;Classe padrão;PA-19420;Paulo Alves;Grande Empresa;ribeirão preto;-47,80547592;-21,1848345;São Paulo;Brasil;Sul;TEC-CO-10001424;Tecnologia;Copiadoras;Canon Fax sem fio, Par;10077,4048;4;0,002;2604,6048
1036;MX-2020-147543;08/03/2020;12/03/2020;Classe padrão;BP-11305;Bianca Pereira;Pequenas e Medias Empresas;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-PA-10000293;Material de escritório;Papel;Eaton Agenda, Multicolorido;439,8;3;0;157,8
1037;MX-2020-147543;08/03/2020;12/03/2020;Classe padrão;BP-11305;Bianca Pereira;Pequenas e Medias Empresas;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;TEC-TE-10001353;Tecnologia;Telefones;Apple Headset, Tamanhos variados;4566,6;9;0;775,8
1044;MX-2018-152534;27/09/2018;01/10/2018;Classe padrão;EC-13285;Eduardo Cardoso;Varejo;jurema;-43,13310974;-9,22202472;Pernambuco;Brasil;Sul;TEC-CO-10001546;Tecnologia;Copiadoras;HP Tinta, Par;5137,704;6;0,002;916,104
1045;MX-2018-152534;27/09/2018;01/10/2018;Classe padrão;EC-13285;Eduardo Cardoso;Varejo;jurema;-43,13310974;-9,22202472;Pernambuco;Brasil;Sul;MAT-AR-10004920;Material de escritório;Arte;BIC Apontador, Embalagem tipo bulk;195,2;1;0;56,6
1053;MX-2019-101637;28/11/2019;02/12/2019;Segunda classe;VS-21355;Vinicius Silva;Pequenas e Medias Empresas;itapecerica da serra;-46,85055197;-23,715357;São Paulo;Brasil;Sul;MÓV-CA-10001016;Móveis;Cadeiras;Harbour Creations Protetor de piso, Preto;1855,2;4;0;315,2
1054;MX-2021-149902;13/12/2021;16/12/2021;Primeira classe;AC-10285;Alice Carvalho;Grande Empresa;são luís;-44,29791856;-2,531885985;Maranhão;Brasil;Sul;TEC-CO-10003348;Tecnologia;Copiadoras;Canon Copiadora, Digital;1741,7096;1;0,002;118,5096
1055;MX-2021-149902;13/12/2021;16/12/2021;Primeira classe;AC-10285;Alice Carvalho;Grande Empresa;são luís;-44,29791856;-2,531885985;Maranhão;Brasil;Sul;MAT-AR-10004188;Material de escritório;Arte;Boston Marcadores de texto, Azul;880,6;7;0;123,2
1056;MX-2021-149902;13/12/2021;16/12/2021;Primeira classe;AC-10285;Alice Carvalho;Grande Empresa;são luís;-44,29791856;-2,531885985;Maranhão;Brasil;Sul;MAT-FI-10001855;Material de escritório;Fichários;Cardinal Capa para fichário, Durável;360;4;0;64,8
1063;US-2020-132276;20/02/2020;25/02/2020;Segunda classe;BC-11440;Brenda Cunha;Varejo;parintins;-56,73629215;-2,627052586;Amazonas;Brasil;Sul;MÓV-MÓ-10003988;Móveis;Móveis;Deflect-O Lâmpada, Preto;202,56;4;0,6;-51,04
1073;MX-2019-120943;05/07/2019;10/07/2019;Classe padrão;JR-15895;Julian Rodrigues;Grande Empresa;ribeirão preto;-47,80547592;-21,1848345;São Paulo;Brasil;Sul;MAT-MA-10000201;Material de escritório;Materiais;Stiletto Tesouras, Aço;306,8;2;0;138
1085;MX-2019-119487;14/11/2019;16/11/2019;Primeira classe;JS-15760;Júlia Silva;Pequenas e Medias Empresas;fortaleza;-38,58992756;-3,723805035;Ceará;Brasil;Sul;TEC-CO-10004172;Tecnologia;Copiadoras;Canon Fax sem fio, Vermelho;10029,5008;4;0,002;1687,9008
1086;MX-2019-119487;14/11/2019;16/11/2019;Primeira classe;JS-15760;Júlia Silva;Pequenas e Medias Empresas;fortaleza;-38,58992756;-3,723805035;Ceará;Brasil;Sul;MAT-EN-10002723;Material de escritório;Envelopes;Ames Fita dupla face, Conjunto de 50;872,2;7;0;8,4
1087;MX-2019-136987;25/05/2019;27/05/2019;Segunda classe;AC-10870;Arthur Carvalho;Varejo;paranaguá;-48,52473284;-25,5068415;Paraná;Brasil;Sul;MAT-PA-10003844;Material de escritório;Papel;Eaton Caderno, Premium;354,4;2;0;145,2
1088;MX-2019-136987;25/05/2019;27/05/2019;Segunda classe;AC-10870;Arthur Carvalho;Varejo;paranaguá;-48,52473284;-25,5068415;Paraná;Brasil;Sul;TEC-TE-10004351;Tecnologia;Telefones;Motorola Carregador, Azul;8569,2;2;0;2227,6
1089;MX-2019-136987;25/05/2019;27/05/2019;Segunda classe;AC-10870;Arthur Carvalho;Varejo;paranaguá;-48,52473284;-25,5068415;Paraná;Brasil;Sul;MAT-MA-10003427;Material de escritório;Materiais;Fiskars Tesouras, Azul;463,2;3;0;60
1090;MX-2021-150868;15/10/2021;15/10/2021;No mesmo dia;EA-13570;Enzo Araujo;Varejo;aracaju;-37,04821264;-10,9072158;Sergipe;Brasil;Sul;MAT-FI-10002744;Material de escritório;Fichários;Acco Encadernadora, Transparente;3033;9;0;606,6
1091;MX-2021-150868;15/10/2021;15/10/2021;No mesmo dia;EA-13570;Enzo Araujo;Varejo;aracaju;-37,04821264;-10,9072158;Sergipe;Brasil;Sul;MÓV-CA-10004196;Móveis;Cadeiras;Harbour Creations Cadeira de praia, Preto;2367,6;6;0;472,8
1094;MX-2020-166863;11/12/2020;15/12/2020;Classe padrão;JL-15505;Joao Lima;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MAT-AR-10002983;Material de escritório;Arte;Sanford Canetas, Embalagem tipo bulk;151,6;2;0;22,4
1095;MX-2020-166863;11/12/2020;15/12/2020;Classe padrão;JL-15505;Joao Lima;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MAT-EN-10003792;Material de escritório;Envelopes;Cameo Malote, Conjunto de 50;316,2;1;0;120
1096;MX-2020-166863;11/12/2020;15/12/2020;Classe padrão;JL-15505;Joao Lima;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MÓV-ES-10004419;Móveis;Estantes;Sauder Estante, Preto;2963,4;3;0;414,6
1097;MX-2020-166863;11/12/2020;15/12/2020;Classe padrão;JL-15505;Joao Lima;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;TEC-TE-10003739;Tecnologia;Telefones;Nokia Caixa de som, Tamanho real;6721,2;6;0;1881,6
1098;MX-2020-147515;30/10/2020;03/11/2020;Classe padrão;KC-16165;Kai Costa;Grande Empresa;cruzeiro;-44,96173196;-22,57774988;São Paulo;Brasil;Sul;TEC-CO-10003783;Tecnologia;Copiadoras;Brother Copiadora, Colorida;1754,6836;1;0,002;629,2836
1122;US-2021-101651;21/08/2021;21/08/2021;No mesmo dia;TA-20695;Tânia Alves;Grande Empresa;rosário;-44,2475186;-2,941543035;Santa Fé;Argentina;Sul;MÓV-ES-10003535;Móveis;Estantes;Bush Biblioteca, Tradicional;13115,52;9;0,4;-3061,08
1123;US-2021-101651;21/08/2021;21/08/2021;No mesmo dia;TA-20695;Tânia Alves;Grande Empresa;rosário;-44,2475186;-2,941543035;Santa Fé;Argentina;Sul;MAT-AR-10001017;Material de escritório;Armazenamento;Smead Caixa, Industrial;405;9;0,4;-216
1124;US-2021-101651;21/08/2021;21/08/2021;No mesmo dia;TA-20695;Tânia Alves;Grande Empresa;rosário;-44,2475186;-2,941543035;Santa Fé;Argentina;Sul;TEC-AC-10000198;Tecnologia;Acessórios;Enermax Teclado, Durável;669,36;2;0,4;66,56
1125;US-2021-101651;21/08/2021;21/08/2021;No mesmo dia;TA-20695;Tânia Alves;Grande Empresa;rosário;-44,2475186;-2,941543035;Santa Fé;Argentina;Sul;MAT-AR-10004129;Material de escritório;Armazenamento;Eldon Armários, Industrial;6348,48;8;0,4;-741,12
1126;MX-2021-107678;08/09/2021;12/09/2021;Classe padrão;FP-14350;Fernanda Pereira;Varejo;sapucaia do sul;-51,15187472;-29,82486803;Rio Grande do Sul;Brasil;Sul;MAT-ET-10003789;Material de escritório;Etiquetas;HON Etiquetas redondas, Durável;94;2;0;18,8
1157;MX-2018-151358;14/10/2018;18/10/2018;Classe padrão;BG-11680;Bruna Gomes;Varejo;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MÓV-ES-10002435;Móveis;Estantes;Sauder Estante, Metal;975,2;1;0;9,6
1164;MX-2020-145597;01/01/2020;02/01/2020;Primeira classe;VS-21115;Victor Souza;Grande Empresa;curitiba;-49,27184789;-25,432956;Paraná;Brasil;Sul;MAT-AC-10002035;Material de escritório;Eletrônicos;Hoover Torradeira, Prata;1687,8;3;0;775,8
1165;MX-2020-145597;01/01/2020;02/01/2020;Primeira classe;VS-21115;Victor Souza;Grande Empresa;curitiba;-49,27184789;-25,432956;Paraná;Brasil;Sul;MÓV-ES-10001528;Móveis;Estantes;Bush Gaveteiro, Preto;3859,2;4;0;1388,8
1166;MX-2020-145597;01/01/2020;02/01/2020;Primeira classe;VS-21115;Victor Souza;Grande Empresa;curitiba;-49,27184789;-25,432956;Paraná;Brasil;Sul;MAT-EN-10000871;Material de escritório;Envelopes;Jiffy Fita dupla face, Prata;1344,6;9;0;334,8
1167;MX-2019-155712;12/06/2019;15/06/2019;Primeira classe;RC-19645;Rafael Costa;Grande Empresa;poços de caldas;-46,56641004;-21,78736358;Minas Gerais;Brasil;Sul;TEC-MÁ-10002924;Tecnologia;Máquinas;Epson Telefone, Vermelho;1041,6;2;0;176,8
1170;MX-2019-127222;08/11/2019;13/11/2019;Segunda classe;LC-17290;Livia Carvalho;Varejo;ariquemes;-63,03326928;-9,908462867;Rondônia;Brasil;Sul;MÓV-MÓ-10001379;Móveis;Móveis;Tenex Relógio de parede, Premium;651,6;2;0;188,8
1171;MX-2019-127222;08/11/2019;13/11/2019;Segunda classe;LC-17290;Livia Carvalho;Varejo;ariquemes;-63,03326928;-9,908462867;Rondônia;Brasil;Sul;MAT-ET-10001969;Material de escritório;Etiquetas;Smead Etiquetas redondas, Vermelho;44,8;1;0;11,6
1196;MX-2021-109477;27/06/2021;02/07/2021;Classe padrão;CS-12415;Carolina Silva;Varejo;guarapari;-40,49502102;-20,66597458;Espírito Santo;Brasil;Sul;MÓV-MÓ-10002107;Móveis;Móveis;Rubbermaid Moldura, Embalagem multipack;1466;2;0;58,4
1252;MX-2021-167682;30/12/2021;03/01/2022;Classe padrão;JC-15565;José Costa;Varejo;castanhal;-47,92664314;-1,295756805;Pará;Brasil;Sul;MAT-CO-10002080;Material de escritório;Colchetes;Advantus Prendedores de papel, Tamanhos variados;446,4;4;0;35,2
1253;MX-2021-167682;30/12/2021;03/01/2022;Classe padrão;JC-15565;José Costa;Varejo;castanhal;-47,92664314;-1,295756805;Pará;Brasil;Sul;MÓV-ES-10003278;Móveis;Estantes;Safco Biblioteca, Branco;18307,8;7;0;7688,8
